0.000000	0.000000	
0.020417	0.009208	
0.040834	0.010738	
0.061251	-0.005440	
0.081668	-0.007239	
0.102085	-0.003883	
0.122503	-0.006686	
0.142920	-0.018864	
0.163337	0.032205	
0.183754	0.023976	
0.204171	0.023622	
0.224588	0.011907	
0.245005	0.024424	
0.265422	0.010444	
0.285839	-0.002924	
0.306256	0.031025	
0.326674	0.037795	
0.347091	0.036251	
0.367508	0.030294	
0.387925	0.020539	
0.408342	0.024163	
0.428759	-0.013298	
0.449176	0.010522	
0.469593	0.019327	
0.490010	0.003493	
0.510427	0.017133	
0.530845	0.007747	
0.551262	-0.012085	
0.571679	0.000118	
0.592096	0.000549	
0.612513	-0.003294	
0.632930	-0.004496	
0.653347	-0.013964	
0.673764	-0.027735	
0.694181	-0.006717	
0.714598	0.008640	
0.735016	0.011319	
0.755433	-0.005581	
0.775850	0.004460	
0.796267	0.009292	
0.816684	0.021474	
0.837101	0.028204	
0.857518	0.017168	
0.877935	0.038177	
0.898352	0.017126	
0.918769	0.017682	
0.939187	-0.000180	
0.959604	0.004204	
0.980021	0.018246	
1.000438	0.024665	
1.020855	0.011174	
1.041272	-0.014484	
1.061689	-0.002733	
1.082106	-0.004891	
1.102523	-0.001908	
1.122940	0.018751	
1.143358	0.021977	
1.163775	0.016654	
1.184192	0.014374	
1.204609	-0.001947	
1.225026	0.000357	
1.245443	0.023974	
1.265860	-0.004142	
1.286277	0.028443	
1.306694	-0.000212	
1.327111	-0.014170	
1.347529	0.006666	
1.367946	0.006648	
1.388363	0.008498	
1.408780	0.021513	
1.429197	0.023564	
1.449614	0.020413	
1.470031	0.017186	
1.490448	0.017656	
1.510865	0.017517	
1.531282	0.002955	
1.551700	0.026446	
1.572117	0.019539	
1.592534	0.021917	
1.612951	0.012188	
1.633368	0.010056	
1.653785	0.001982	
1.674202	0.008037	
1.694619	0.020760	
1.715036	-0.000025	
1.735453	0.010640	
1.755871	0.015790	
1.776288	0.018495	
1.796705	-0.008574	
1.817122	-0.021088	
1.837539	-0.006583	
1.857956	-0.007552	
1.878373	0.004489	
1.898790	-0.003063	
1.919207	0.010647	
1.939624	0.026709	
1.960042	0.039199	
1.980459	0.029256	
2.000876	0.026158	
2.021293	0.031713	
2.041710	0.036594	
2.062127	0.028560	
2.082544	0.001823	
2.102961	0.008519	
2.123378	0.032581	
2.143795	0.023484	
2.164213	0.032091	
2.184630	0.017297	
2.205047	0.002231	
2.225464	-0.001968	
2.245881	-0.002531	
2.266298	0.009022	
2.286715	0.016294	
2.307132	0.003290	
2.327549	0.008784	
2.347966	-0.005396	
2.368384	0.029684	
2.388801	0.011590	
2.409218	0.004391	
2.429635	-0.009026	
2.450052	0.012997	
2.470469	0.006841	
2.490886	0.003400	
2.511303	-0.007796	
2.531720	0.002169	
2.552137	0.010442	
2.572555	0.004502	
2.592972	0.043801	
2.613389	0.013580	
2.633806	0.003548	
2.654223	0.011616	
2.674640	0.011983	
2.695057	0.020362	
2.715474	0.036183	
2.735891	0.010665	
2.756308	0.017333	
2.776726	0.010957	
2.797143	0.016598	
2.817560	0.001767	
2.837977	0.029299	
2.858394	0.003135	
2.878811	0.007565	
2.899228	0.013605	
2.919645	-0.000631	
2.940062	0.022459	
2.960479	0.009581	
2.980897	0.024685	
3.001314	0.014460	
3.021731	0.010008	
3.042148	0.017192	
3.062565	0.025809	
3.082982	0.025900	
3.103399	0.012746	
3.123816	-0.000228	
3.144233	0.006051	
3.164650	0.028729	
3.185068	-0.001415	
3.205485	0.032816	
3.225902	0.024891	
3.246319	0.018483	
3.266736	0.023976	
3.287153	0.022455	
3.307570	0.017753	
3.327987	0.006718	
3.348404	0.028996	
3.368821	0.012832	
3.389238	0.024198	
3.409656	0.011883	
3.430073	0.008651	
3.450490	0.006269	
3.470907	0.005916	
3.491324	0.022798	
3.511741	0.010180	
3.532158	0.031823	
3.552575	0.026179	
3.572992	0.026342	
3.593409	0.023173	
3.613827	0.044127	
3.634244	0.012409	
3.654661	0.011070	
3.675078	0.039365	
3.695495	0.019968	
3.715912	0.027731	
3.736329	0.036908	
3.756746	0.043916	
3.777163	0.033047	
3.797580	0.015321	
3.817998	0.032443	
3.838415	0.035013	
3.858832	0.026894	
3.879249	0.018970	
3.899666	0.022445	
3.920083	0.040545	
3.940500	0.057219	
3.960917	0.042017	
3.981334	0.033963	
4.001751	0.046434	
4.022169	0.023433	
4.042586	0.012583	
4.063003	0.018914	
4.083420	0.027117	
4.103837	0.028082	
4.124254	0.037388	
4.144671	0.053825	
4.165088	0.035367	
4.185505	0.030759	
4.205922	0.047460	
4.226340	0.031713	
4.246757	0.037986	
4.267174	0.024732	
4.287591	0.028850	
4.308008	0.032184	
4.328425	0.028718	
4.348842	0.031205	
4.369259	0.022518	
4.389676	0.019973	
4.410093	0.027864	
4.430511	0.051920	
4.450928	0.028995	
4.471345	0.028221	
4.491762	0.045733	
4.512179	0.040539	
4.532596	0.022455	
4.553013	0.032557	
4.573430	0.022771	
4.593847	0.036176	
4.614264	0.017462	
4.634682	0.021190	
4.655099	0.038939	
4.675516	0.037659	
4.695933	0.047573	
4.716350	0.034331	
4.736767	0.027361	
4.757184	0.051526	
4.777601	0.021522	
4.798018	0.034493	
4.818435	0.034926	
4.838853	0.028300	
4.859270	0.029589	
4.879687	0.026813	
4.900104	0.035000	
4.920521	0.024608	
4.940938	0.037128	
4.961355	0.002852	
4.981772	0.026068	
5.002189	0.044294	
5.022606	0.065208	
5.043024	0.022729	
5.063441	-0.000109	
5.083858	0.010044	
5.104275	0.035893	
5.124692	0.052328	
5.145109	0.036512	
5.165526	0.055179	
5.185943	0.061591	
5.206360	0.042473	
5.226777	0.052882	
5.247195	0.041465	
5.267612	0.030768	
5.288029	0.039045	
5.308446	0.048714	
5.328863	0.032160	
5.349280	0.038061	
5.369697	0.046406	
5.390114	0.042940	
5.410531	0.034866	
5.430948	0.032442	
5.451366	0.025627	
5.471783	0.030370	
5.492200	0.091059	
5.512617	0.038936	
5.533034	0.036987	
5.553451	0.048690	
5.573868	0.055878	
5.594285	0.048054	
5.614702	0.048748	
5.635119	0.062878	
5.655537	0.056934	
5.675954	0.055174	
5.696371	0.052526	
5.716788	0.060090	
5.737205	0.062725	
5.757622	0.055026	
5.778039	0.047823	
5.798456	0.061604	
5.818873	0.049829	
5.839290	0.059936	
5.859708	0.045132	
5.880125	0.069490	
5.900542	0.059270	
5.920959	0.063651	
5.941376	0.049973	
5.961793	0.062366	
5.982210	0.049875	
6.002627	0.057236	
6.023044	0.056439	
6.043461	0.047318	
6.063879	0.048252	
6.084296	0.047238	
6.104713	0.045579	
